STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,GBR,United Kingdom,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2013,,26,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,GBR,United Kingdom,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2014,,24.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,GBR,United Kingdom,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2015,,26.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,GBR,United Kingdom,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2016,,25.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,GBR,United Kingdom,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2017,,27.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,GBR,United Kingdom,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2018,,26.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,GBR,United Kingdom,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2019,,27,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CZE,Czechia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2010,,61,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,F,Female,PT_POP,Percentage of population,MSRD,Measured,2010,,63.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,F,Female,PT_POP,Percentage of population,MSRD,Measured,2012,,66.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,F,Female,PT_POP,Percentage of population,MSRD,Measured,2014,,66.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,F,Female,PT_POP,Percentage of population,MSRD,Measured,2016,,67.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,F,Female,PT_POP,Percentage of population,MSRD,Measured,2018,,69,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,LVA,Latvia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2010,,31.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,LVA,Latvia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2012,,35.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,LVA,Latvia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,39.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,LVA,Latvia,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2017,,41,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2012,,96,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2013,,94.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2014,,95,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2015,,94.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2016,,94.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2017,,94.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2018,,94.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2019,,94,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2020,,94,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2021,,94.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NZL,New Zealand,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2022,,95.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NOR,Norway,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2012,,70,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NOR,Norway,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2015,,61,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NOR,Norway,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2019,,59,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,NOR,Norway,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,SRVY,Survey,2022,,65,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,BEL,Belgium,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2013,,21.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,BEL,Belgium,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,18.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,HRV,Croatia,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2014,,62.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,HRV,Croatia,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2019,,61.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CHN,China (People’s Republic of),A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2010,,49.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CHN,China (People’s Republic of),A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2015,,48.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CHN,China (People’s Republic of),A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,47.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CHN,China (People’s Republic of),A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,48,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CHN,China (People’s Republic of),A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,47.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2010,,26.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2012,,24.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,31.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,29.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,28.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,28.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,27,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,27.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,27.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2011,,57.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2014,,56.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2015,,58.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,SP_CFRD,Share of population consuming fruits daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2018,,54,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,IRL,Ireland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2015,,68,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,IRL,Ireland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2016,,67,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,IRL,Ireland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2017,,73,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,IRL,Ireland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2018,,63,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,IRL,Ireland,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,SRVY,Survey,2021,,75,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2012,,48.1,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2014,,51.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,FRA,France,A,Annual,SP_CVGD,Share of population consuming vegetables daily,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,SRVY,Survey,2019,,55.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2010,,15,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2011,,15,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2012,,14.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2013,,14.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2014,,13.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2015,,14.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2016,,14.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2017,,13.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2018,,13.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2019,,13.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2020,,13.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,USA,United States,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2021,,13.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CZE,Czechia,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,19.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CZE,Czechia,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,21.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,HUN,Hungary,A,Annual,SP_OBS,Share of population who are obese,_T,Total,F,Female,PT_POP,Percentage of population,SR,Self-reporting,2014,,20.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,HUN,Hungary,A,Annual,SP_OBS,Share of population who are obese,_T,Total,F,Female,PT_POP,Percentage of population,SR,Self-reporting,2017,,19.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,HUN,Hungary,A,Annual,SP_OBS,Share of population who are obese,_T,Total,F,Female,PT_POP,Percentage of population,SR,Self-reporting,2019,,22.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,POL,Poland,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2014,,18.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,POL,Poland,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2017,,17.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,POL,Poland,A,Annual,SP_OBS,Share of population who are obese,_T,Total,M,Male,PT_POP,Percentage of population,SR,Self-reporting,2019,,19.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,SVN,Slovenia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,F,Female,PT_POP,Percentage of population,SR,Self-reporting,2014,,47.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,SVN,Slovenia,A,Annual,SP_OVRGHT_OBS,Share of population who are overweight or obese,_T,Total,F,Female,PT_POP,Percentage of population,SR,Self-reporting,2019,,48.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CRI,Costa Rica,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2014,,38.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Non-medical determinants of health,I,CRI,Costa Rica,A,Annual,SP_OVRGHT,Share of population who are overweight,_T,Total,M,Male,PT_POP,Percentage of population,MSRD,Measured,2018,,40.1,,A,Normal value,0,Units,,
