STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MARKET_TYPE,Market type,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,64.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,65.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2022,,67.2,,E,Estimated value,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,47.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,53.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,56.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,58.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,61.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,64.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,66.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,72.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,75.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,79.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,91.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,TUR,Türkiye,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,96.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,74.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,77.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,79.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,82.3,,B,Time series break,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,83.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,84.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,85.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,84.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,72.1,,E,Estimated value,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,74.2,,E,Estimated value,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,74.3,,E,Estimated value,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,GBR,United Kingdom,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,90,,E,Estimated value,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,60.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,61.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,63.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,65,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,66.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,68,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,70,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,71,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,72.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,75.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,78,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,BEL,Belgium,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,77.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,40.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,41.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,42.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,43.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,43.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,45.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,46.7,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,48.1,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,50.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,50,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,LVA,Latvia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2022,,51.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,55.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,57,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,57.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,58.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,58.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,58.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,79,,B,Time series break,D,Definition differs,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,81.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,84.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,86.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,104.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,124.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2022,,154.7,,D,Definition differs,P,Provisional value,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,57,,E,Estimated value,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,57.2,,E,Estimated value,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,53,,E,Estimated value,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,54.9,,E,Estimated value,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2022,,52.3,,E,Estimated value,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,72.9,,B,Time series break,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,74.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2012,,80.2,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2013,,81.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2014,,81.3,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2015,,82.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2016,,84.5,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2017,,84,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2018,,84.8,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2019,,86.9,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2020,,85.6,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,FRA,France,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2021,,87.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2010,,47.4,,,,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.0),Pharmaceutical market,I,DNK,Denmark,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dosage per 1 000 inhabitants per day,_Z,Not applicable,A10,Drugs used in diabetes,2011,,49,,,,,,,,0,Units,,
